No.,NCD,OLD CD,LAHD,R&P,CD RESVD,SURPLUS,APN,ADDRESS,LAND AREA,ACCESS,ZONING,STATUS,SOURCE OF FUNDS,"CLASS ""C"" ESTIMATES AS OF FEB. 2004","CLASS ""C"" ESTIMATES AS OF SEPT 2006",REMARKS
25,4,5,,,,S,5556008900,"8296 E. Baird Road Los Angeles, CA 90069",5647,No,R1-1,Vacant,Gas Tax,115000,10000,Walls and Residents block access
26,4,5,,,,S,5556016900,Kings Way/Hillside Ave.,19244,Yes,R1-1,Vacant,Tax Deed,385000,50000,
27,4,5,,,,S,5556017900,"8455 W. Grand View Dr. Los Angeles, CA 90046",4293,Yes,R1-1,Structure and trees,Gas Tax,95000,100000,
28,4,5,,,,S,5556018900,Yucca Trail/Maple Dr.,3093,Yes,R1-1,Trees,Gas Tax,65000,50000,
29,4,5,,,,S,5556019900,"8327 W. Grand View Dr. Los Angeles, CA 90046",5178,Yes,R1-1,Vacant,Tax Deed,105000,150000,
30,4,5,,,,S,5556020900,"8430 W. Yucca Tr. Los Angeles, CA 90046",3470,Yes,R1-1,Vacant,Gas Tax,70000,25000,
31,4,5,,,,S,5556022902,Marmont Ave./Lot CC,6242,Yes,R1-1,Vacant,Gas Tax,180000,10000,
32,4,5,,,,S,5556023901,to the North of 1698 Marmont Ave.,19253,Yes,R1-1,Vacant,Gas Tax,320000,500000,
33,4,5,,,,S,5556023902,to the North of 1698 Marmont Ave.,7315,Yes,R1-1,Vacant,Gas Tax,145000,500000,
34,4,5,,,,S,5562001902,Lookout Mountain Ave./Wonderland Ave.,3923,Yes,R1-1,Vacant,Tax Deed,40000,50000,
35,4,5,,,,S,5563005901,"8889 W. Crescent Dr. Los Angeles, CA 90046",4249,Yes,R1-1,Vacant,Tax Deed,5000,10000,
36,4,5,,,,S,5563011900,Crescent Dr.,3876,No,R1-1,Trees,Tax Deed,38000,40000,Gated road - Entry blocked
37,4,5,,,,S,5567004902,"8320 W. Lookout Mountain Ave. Los Angeles, CA 90046",13425,Yes,R1-1,Vacant lot,Tax Deed,270000,275000,
38,4,5,,,,S,5567004903,"8310 W. Lookout Mountain Ave. Los Angeles, CA 90046",14620,Yes,R1-1,Vacant lot,Tax Deed,295000,300000,
39,4,5,,,,S,5567004904,"8300 W. Lookout Mountain Ave. Los Angeles, CA 90046",16184,Yes,R1-1,Vacant lot,Tax Deed,325000,325000,
40,4,5,,,,S,5567004905,"8244 W. Lookout Mountain Ave. Los Angeles, CA 90046",15207,Yes,R1-1,Vacant lot,Tax Deed,305000,300000,
41,4,5,,,,S,5567007900,"8317 W. Wyndham Road Los Angeles, CA 90046",6121,Yes,R1-1,Vacant lot,Tax Deed,120000,50000,
42,4,5,,,,S,5567007901,"8301 W. Wyndham Road Los Angeles, CA 90046",7249,Yes,R1-1,Vacant lot,Tax Deed,145000,50000,
43,4,5,,,,S,5567008900,"2172 N. Beech Knoll Road Los Angeles, CA 90046",5811,Yes,R1-1,Vacant lot,Tax Deed,117500,120000,
44,4,5,,,,S,5567015900,Nash Dr./Jewett Dr.,13382,Yes,R1-1,Vacant,Tax Deed,257000,250000,Property bocked by residents
45,4,5,,,,S,5567015901,8513 Nash Drive,3059,Yes,R1-1,Vacant,Tax Deed,85000,85000,
46,4,5,,,,S,5567021901,"2008 N. Beech Knoll Road Los Angeles, CA 90046",2280,Yes,R1-1,Vacant,Tax Deed,46000,20000,
47,4,5,,,,,2274010900,3646 Knobhill Drive,,,,Vacant lot,,,,Settlement; prior approval for sale required for CA & government & Council
,,,,,,,,,,,,,,,,
,SQUARE FOOTAGE,2004 ESTIMATE,2006 ESTIMATE,,,,,,,,,,,,,
TOTAL FOR COUNCIL DISTRICT,"390,949.00","$10,654,550.00","$2,455,000.00",,,,,,,,,,,,,
TOTAL LAHD RESERVED,"10,267.00","$500,000.00",,,,,,,,,,,,,,
TOTAL REC. & PARK RESERVED,"29,787.00","$1,375,000.00",,,,,,,,,,,,,,
TOTAL COUNCIL OFFICE RESERVED,"10,267.00",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SURPLUS NET SQFT AVAILABLE:,"390,949.23",,,,,,,,,,,,,,,
SURPLUS NET AVAILABLE'S APPRAISED VALUE:,"$10,654,550.00",,,,,,,,,,,,,,,
