BID Name,APN,Site Addr,Current Asmt
Historic Downtown,5149023900,No Site Address,$799.76
Historic Downtown,5149023901,No Site Address,$945.81
Historic Downtown,5149023902,No Site Address,"$1,225.87"
Historic Downtown,5149023903,No Site Address,"$2,112.12"
Historic Downtown,5149023904,426 S Spring St,"$2,402.04"
Historic Downtown,5149023905,No Site Address,"$1,598.14"
Historic Downtown,5149036907,514 Spring St,"$5,685.81"
,7,,"$14,769.55"
