BID Name,APN,Site Addr,Current Asmt
Downtown Industrial,5147007901,501 E 5th St,"$8,060.17"
Downtown Industrial,5147024900,559 S Crocker St,"$1,477.99"
Downtown Industrial,5147024901,557 S Crocker St,$492.55
Downtown Industrial,5147025900,526 S San Pedro St,"$1,677.19"
Downtown Industrial,5147029901,No site address,"$4,439.33"
,5,,"$16,147.23"
